,Compound,Date,Negative,Neutral,Positive,Source Account,Text,Tweets Ago
132,0.0,Mon Jun 25 14:45:01 +0000 2018,1.0,0.0,0.0,@CBSNews,Texas group takes in about 30 parents separated from kids https://t.co/cd1Mdd51Wj https://t.co/R9q3aiBTiU,33
133,0.4404,Mon Jun 25 14:29:49 +0000 2018,0.738,0.0,0.262,@CBSNews,Defense Sec. James Mattis focuses on security issues in China talks https://t.co/dTfE2RXCem https://t.co/ofJzTztOC0,34
134,0.0,Mon Jun 25 14:24:25 +0000 2018,0.725,0.137,0.137,@CBSNews,NEW: The Supreme Court will not rule on President Trump's so-called travel ban. The justices will also not hear the… https://t.co/0kUWpmZvjl,35
135,-0.25,Mon Jun 25 14:14:59 +0000 2018,0.833,0.167,0.0,@CBSNews,Prosecutors cancel Stormy Daniels meeting in Michael Cohen probe https://t.co/tW7nWJEqGl https://t.co/2LUblzA39l,36
136,-0.2732,Mon Jun 25 14:00:53 +0000 2018,0.814,0.118,0.068,@CBSNews,WATCH: Law enforcement officers in Texas have launched an epic lip-sync battle -- and their serenades have gone vir… https://t.co/EBkve4UWwT,37
137,0.296,Mon Jun 25 13:44:40 +0000 2018,0.781,0.078,0.141,@CBSNews,Looming question for special counsel Robert Mueller: How much will Americans learn about his Russia investigation?… https://t.co/mjNERparbA,38
138,-0.7906,Mon Jun 25 13:29:47 +0000 2018,0.667,0.333,0.0,@CBSNews,"2 dead, 1 critically injured as plane crashes in Detroit, apparently after hitting a power line and tree… https://t.co/zsbNr3AKAO",39
139,0.0,Mon Jun 25 13:14:41 +0000 2018,1.0,0.0,0.0,@CBSNews,"Jimmy Fallon responds after President Trump tells TV host to ""be a man"" over hair-tousling https://t.co/lNAZj33hrr https://t.co/LMLYyGu0id",40
140,0.1779,Mon Jun 25 12:50:09 +0000 2018,0.918,0.0,0.082,@CBSNews,Raising backyard chickens in urban areas is a growing trend. A study of 150 of the most populated U.S. cities finds… https://t.co/FWzHBRjVGg,41
141,0.0,Mon Jun 25 12:39:57 +0000 2018,1.0,0.0,0.0,@CBSNews,Not your average coffee run: Dueling iguanas hold up traffic in Florida Starbucks parking lot… https://t.co/GJGVD0w2Wb,42
142,-0.4019,Mon Jun 25 12:36:46 +0000 2018,0.881,0.119,0.0,@CBSNews,"The latest CBS News battleground tracker shows half the people in key states of Arizona, Texas, and Florida say the… https://t.co/PfTYZQjcQK",43
143,0.0,Mon Jun 25 12:33:37 +0000 2018,1.0,0.0,0.0,@CBSNews,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/qhmOJyJf4t,44
144,-0.8271,Mon Jun 25 12:30:41 +0000 2018,0.688,0.312,0.0,@CBSNews,"Roseanne Barr says she's made herself a ""hate magnet,"" in her first interview since posting a racist tweet that led… https://t.co/N7jgmfpwgY",45
145,0.0,Mon Jun 25 12:28:55 +0000 2018,1.0,0.0,0.0,@CBSNews,RT @CBSThisMorning: New Zealand's prime minister made her first public appearance with her newborn. Jacinda Ardern  introduced her daughter…,46
146,-0.2732,Mon Jun 25 12:24:19 +0000 2018,0.89,0.11,0.0,@CBSNews,"Research in ""Pediatrics"" connects insufficient sleep in young teens to cardiac risk factors, including high blood p… https://t.co/2MRPx0aoBc",47
147,0.5423,Mon Jun 25 12:19:38 +0000 2018,0.655,0.096,0.249,@CBSNews,"Turkey's Erdogan wins second presidential term, granted sweeping new powers, which critics say will cement what the… https://t.co/LQtUEv72tT",48
148,-0.7906,Mon Jun 25 12:11:44 +0000 2018,0.72,0.28,0.0,@CBSNews,There will be a funeral this morning for an unarmed black teenager shot and killed by police officers in Pittsburgh… https://t.co/QLpeeDGfAx,49
149,-0.743,Mon Jun 25 12:10:16 +0000 2018,0.76,0.24,0.0,@CBSNews,Five gang members are under arrest in the Bronx for the stabbing death of a 15-year-old boy who dreamed of being an… https://t.co/clGzzuTv37,50
150,0.128,Mon Jun 25 12:08:11 +0000 2018,0.923,0.0,0.077,@CBSNews,Defense Secretary James Mattis confirms the Pentagon is preparing to build temporary camps for immigrants at two mi… https://t.co/xmBAzHt3gX,51
151,0.8122,Mon Jun 25 11:59:52 +0000 2018,0.641,0.0,0.359,@CBSNews,"""Kindness, compassion, and positivity are very important traits in life,"" Melania Trump tells students at SADD conf… https://t.co/hmOL85StjV",52
152,0.0,Mon Jun 25 11:53:04 +0000 2018,1.0,0.0,0.0,@CBSNews,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/l24eRjFwKa,53
153,-0.3818,Mon Jun 25 11:39:32 +0000 2018,0.783,0.217,0.0,@CBSNews,Florida Attorney General Pam Bondi responds after protesters confront her at Mr. Rogers movie… https://t.co/XZsIkzXlrK,54
154,-0.5994,Mon Jun 25 11:37:00 +0000 2018,0.822,0.178,0.0,@CBSNews,Police in California are investigating the unusual death of a man who was camping with his two young daughters: https://t.co/6xtV8y50G3,55
155,0.1779,Mon Jun 25 11:36:00 +0000 2018,0.914,0.0,0.086,@CBSNews,There is growing backlash against a San Francisco woman who allegedly called police on an 8-year-old black girl sel… https://t.co/MjDUMzsE5E,56
156,0.0,Mon Jun 25 11:35:27 +0000 2018,1.0,0.0,0.0,@CBSNews,"Here are 3 things you should know this morning:
1⃣Secretary Mattis heads to China
2⃣Bicycle-related injuries
3⃣Mari… https://t.co/FxpXOnq8Hs",57
157,-0.3182,Mon Jun 25 11:20:01 +0000 2018,0.813,0.187,0.0,@CBSNews,"""I've lost everything"": Roseanne Barr gives tearful new interview https://t.co/stR4yq8wr4 https://t.co/xNg4Zip6aP",58
158,-0.5574,Mon Jun 25 11:19:15 +0000 2018,0.854,0.146,0.0,@CBSNews,"A new era is underway in Saudi Arabia, as newly-empowered women got behind the wheel as the world's last ban on fem… https://t.co/pkaX3beuMU",59
159,0.6249,Mon Jun 25 11:18:33 +0000 2018,0.758,0.0,0.242,@CBSNews,Turkish President Recep Tayyip Erdogan was proclaimed the winner early Monday of a landmark election that ushers in… https://t.co/qezaKP2Kcv,60
160,-0.7964,Mon Jun 25 11:18:01 +0000 2018,0.664,0.336,0.0,@CBSNews,"Tensions are high in Minneapolis after the police killing of a black man, Thurman Blevins https://t.co/tILc8iPMF2 https://t.co/U0If4iaJYo",61
161,0.0,Mon Jun 25 11:16:39 +0000 2018,1.0,0.0,0.0,@CBSNews,The uproar over the president’s immigration policy left his press secretary without a table over the weekend. A Vir… https://t.co/OaWQ2fktuR,62
162,0.0772,Mon Jun 25 11:14:53 +0000 2018,0.929,0.0,0.071,@CBSNews,The Trump administration says it is still separating a small number of immigrant children from adults. @cbsmireya s… https://t.co/5pDMBgDaaW,63
163,0.0,Mon Jun 25 11:11:56 +0000 2018,1.0,0.0,0.0,@CBSNews,"The government says more than 500 immigrant children are back with their families. More than 2,000 others are still… https://t.co/KqQFS1mxQN",64
164,0.0,Mon Jun 25 11:08:40 +0000 2018,1.0,0.0,0.0,@CBSNews,President Trump now says undocumented immigrants who cross the southern U.S. border illegally are invading the coun… https://t.co/gwwtRX0O1g,65
165,-0.6705,Mon Jun 25 11:06:07 +0000 2018,0.766,0.234,0.0,@CBSNews,A dangerous and fast-moving wildfire is out of control in Northern California. The Pawnee Fire is just 20 miles fro… https://t.co/W4rVKRUpIz,66
166,0.0772,Mon Jun 25 10:59:56 +0000 2018,0.711,0.137,0.152,@CBSNews,Teen's random act of kindness for blind and deaf man on airplane goes viral https://t.co/rJMJmmVFW2 https://t.co/f8zaJuOkKn,67
167,0.0,Mon Jun 25 10:39:46 +0000 2018,1.0,0.0,0.0,@CBSNews,"A high school senior thought her brother was still deployed overseas and wouldn't make her graduation. But, there w… https://t.co/jAF0PUKUxB",68
168,-0.4404,Mon Jun 25 10:35:01 +0000 2018,0.854,0.146,0.0,@CBSNews,Tired teens may be jeopardizing their future health. Coming up on @CBSThisMorning: Sleep expert Matthew Walker (… https://t.co/ObU1k6lgjI,69
169,0.0,Mon Jun 25 10:27:53 +0000 2018,1.0,0.0,0.0,@CBSNews,"RT @CBSThisMorning: THIS MORNING: 
🔜 Mark Strassmann has the latest on the California wildfires
🔜 @rikkijklieman  discusses Walgreens presc…",70
170,-0.6249,Mon Jun 25 10:03:03 +0000 2018,0.745,0.255,0.0,@CBSNews,Roger Rosenblatt on why the family separation crisis touches us all https://t.co/JE9qO7J4LT https://t.co/0FI2T67cL4,71
171,-0.5423,Mon Jun 25 09:48:04 +0000 2018,0.759,0.241,0.0,@CBSNews,Authorities investigating fatal police shooting of black man in Minneapolis https://t.co/n4aOqDaHl7 https://t.co/Yk37SBnIVh,72
172,0.8122,Mon Jun 25 09:33:03 +0000 2018,0.588,0.0,0.412,@CBSNews,"""Kindness, compassion, and positivity are very important traits in life,"" Melania Trump tells students… https://t.co/q4gJuFzhVK",73
173,-0.34,Mon Jun 25 09:18:04 +0000 2018,0.789,0.211,0.0,@CBSNews,"Ominous UFO-like cloud identified as rare ""roll cloud"" https://t.co/7kQC1BnI10 https://t.co/VPFJiVjl36",74
174,0.0,Mon Jun 25 09:03:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Trump rallies Republicans in Las Vegas https://t.co/4DQgB4FBtE https://t.co/yOORp7odzp,75
175,0.0,Mon Jun 25 08:48:04 +0000 2018,1.0,0.0,0.0,@CBSNews,Voices from inside San Quentin https://t.co/pLMsgn1nnd https://t.co/8Xk1b5ohcb,76
176,-0.6369,Mon Jun 25 08:33:03 +0000 2018,0.729,0.271,0.0,@CBSNews,Jury finds Colorado woman guilty of setting car on fire with husband sleeping inside https://t.co/FmrFE7po0H https://t.co/n6Gn9WaE1O,77
177,0.0,Mon Jun 25 08:18:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Todd Fisher on life with Carrie &amp; Debbie https://t.co/FME8x9ibX2 https://t.co/3n03pUl3mi,78
178,0.128,Mon Jun 25 08:03:03 +0000 2018,0.677,0.143,0.18,@CBSNews,Lawsuit alleges Boston Public Schools shared information with ICE https://t.co/gGWDmmp3C6 https://t.co/D5MzBateqI,79
179,0.4391,Mon Jun 25 07:48:03 +0000 2018,0.806,0.0,0.194,@CBSNews,John McCain viewed more favorably by Arizona Democrats than by Republicans https://t.co/B6hgsuB50q https://t.co/2DMMOHE1TY,80
180,-0.2057,Mon Jun 25 07:33:03 +0000 2018,0.869,0.131,0.0,@CBSNews,"Trump tweets immigrants who ""invade"" U.S. not entitled to court hearings https://t.co/ijqaug01fN https://t.co/nGlUhJnZ4O",81
181,-0.34,Mon Jun 25 07:18:03 +0000 2018,0.746,0.254,0.0,@CBSNews,Firefighters accused of making sex tape in firehouse leave department https://t.co/73Uxlu9foV https://t.co/f3q7FTtMft,82
182,0.0,Mon Jun 25 07:03:04 +0000 2018,1.0,0.0,0.0,@CBSNews,Almanac: The founder of chemical giant DuPont https://t.co/1y9LtSUC9h https://t.co/mLk9KzOqeV,83
183,-0.6808,Mon Jun 25 06:48:03 +0000 2018,0.577,0.423,0.0,@CBSNews,5 Florida teens who mocked and recorded drowning man avoid charges https://t.co/43lsqmsA5R https://t.co/JApXDQOzqC,84
184,-0.2263,Mon Jun 25 06:33:03 +0000 2018,0.888,0.112,0.0,@CBSNews,"Protests continue along the Texas border as more than 2,000 separated children remain in custody… https://t.co/m1dk5PAVbF",85
185,0.0,Mon Jun 25 06:18:03 +0000 2018,1.0,0.0,0.0,@CBSNews,What happened after two brothers were deported to El Salvador after a decade in the U.S. https://t.co/M3xOoSeRy2 https://t.co/feMV7OOGrT,86
186,0.5859,Mon Jun 25 06:03:04 +0000 2018,0.787,0.0,0.213,@CBSNews,England advances to World Cup knockout round with resounding 6-1 win over Panama https://t.co/znEQLMfRfN https://t.co/ZFQ21M9sME,87
187,0.0,Mon Jun 25 05:48:04 +0000 2018,1.0,0.0,0.0,@CBSNews,Dueling iguanas hold up traffic in Florida Starbucks parking lot https://t.co/UCVaPaNZwc https://t.co/MqT9y3QmWQ,88
188,0.0,Mon Jun 25 05:33:03 +0000 2018,1.0,0.0,0.0,@CBSNews,"""Game of Thrones"" co-stars Kit Harington, Rose Leslie married in Scotland https://t.co/paTWfblAdO https://t.co/HLlSU6nNKA",89
189,0.0,Mon Jun 25 05:18:03 +0000 2018,1.0,0.0,0.0,@CBSNews,"""Under One Roof,"" at NYC's Tenement Museum https://t.co/WVG6qSa7rX https://t.co/9wY87KRBe2",90
190,-0.4019,Mon Jun 25 05:03:04 +0000 2018,0.816,0.184,0.0,@CBSNews,"Battleground Arizona: Focus group reveals stark divide on immigration, family separation https://t.co/t00UrlKfQO https://t.co/5ufoPvpkW1",91
191,-0.395,Mon Jun 25 04:59:28 +0000 2018,0.882,0.118,0.0,@CBSNews,Explorers have walked to the South Pole before. But they've never done it like this. Stream the new CBSN Originals… https://t.co/cLRvKAj5AX,92
192,-0.1027,Mon Jun 25 04:48:04 +0000 2018,0.46,0.282,0.259,@CBSNews,Homeland Security employees warned of increased threats amid immigration uproar https://t.co/Oy47X82bwr https://t.co/jonLLMB1tA,93
193,-0.6486,Mon Jun 25 04:33:02 +0000 2018,0.719,0.281,0.0,@CBSNews,"Vinnie Paul, drummer for metal band Pantera, dead at 54 https://t.co/W1z2yOpZdl https://t.co/dFMtW45QdH",94
194,0.0,Mon Jun 25 04:18:05 +0000 2018,1.0,0.0,0.0,@CBSNews,David Bowie and his ever-evolving self-portrait https://t.co/cnjU3oa3iQ https://t.co/rdzky536n3,95
195,-0.5423,Mon Jun 25 04:03:04 +0000 2018,0.759,0.241,0.0,@CBSNews,Authorities investigating fatal police shooting of black man in Minneapolis https://t.co/IgGs6C2LbO https://t.co/xdkNDDn2Vu,96
196,-0.34,Mon Jun 25 03:48:05 +0000 2018,0.789,0.211,0.0,@CBSNews,"Ominous UFO-like cloud identified as rare ""roll cloud"" https://t.co/hRSum9oMt1 https://t.co/Yd7q6UXqgJ",97
197,0.0,Mon Jun 25 03:33:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Voices from inside San Quentin https://t.co/oWgSGvEeB3 https://t.co/e8q2wNh4ut,98
198,0.0,Mon Jun 25 03:18:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Todd Fisher on life with Carrie &amp; Debbie https://t.co/SAUc6TmvAq https://t.co/emEtXtebTI,99
199,0.4391,Mon Jun 25 03:03:04 +0000 2018,0.806,0.0,0.194,@CBSNews,John McCain viewed more favorably by Arizona Democrats than by Republicans https://t.co/cXLH6SvF9N https://t.co/gr7V6EIbSJ,100
200,-0.6369,Mon Jun 25 21:09:02 +0000 2018,0.741,0.259,0.0,@CNN,Man fatally shot while camping with his young daughters in California https://t.co/cGWnZOPMkF https://t.co/Nmc3rBCWd6,1
201,0.0,Mon Jun 25 21:02:01 +0000 2018,1.0,0.0,0.0,@CNN,"Sarah Sanders says President Trump's executive order to keep families together at the border is a ""temporary soluti… https://t.co/NKc6zprV6H",2
202,0.0,Mon Jun 25 20:44:29 +0000 2018,1.0,0.0,0.0,@CNN,Sarah Sanders was asked to respond to reports that Harley Davidson is shifting production of some motorcycles out o… https://t.co/W14Vubmh5U,3
203,0.0,Mon Jun 25 20:25:16 +0000 2018,1.0,0.0,0.0,@CNN,China is unleashing more than $100 billion into its economy https://t.co/kFVXvyutkE https://t.co/Yn7kH5GXGc,4
204,0.8296,Mon Jun 25 20:11:33 +0000 2018,0.659,0.059,0.282,@CNN,"""We are allowed to disagree but should be able to do so freely and without fear of harm."" White House press secreta… https://t.co/tNg6bNHvkp",5
205,0.0,Mon Jun 25 19:59:10 +0000 2018,1.0,0.0,0.0,@CNN,"""Nobody gets medals for taking their buddy to a mental hospital, but these guys showed up, and they did it"" 

Navy… https://t.co/Z0BfYTviAM",6
206,-0.2263,Mon Jun 25 19:57:33 +0000 2018,0.905,0.095,0.0,@CNN,We’re at the White House for today’s press briefing with Sarah Sanders as protests continue over immigration practi… https://t.co/R1elhsWex6,7
207,0.6041,Mon Jun 25 19:47:04 +0000 2018,0.752,0.0,0.248,@CNN,Human rights groups tell US Ambassador to the United Nations Nikki Haley they aren't to blame for US withdrawal fro… https://t.co/3sdF1XzlaS,8
208,0.0,Mon Jun 25 19:40:11 +0000 2018,1.0,0.0,0.0,@CNN,These are some of the things that have put a dent in the stature of Nikki Haley https://t.co/FuVE9c86U4 (via… https://t.co/TbtQIy2A9j,9
209,0.4404,Mon Jun 25 19:33:05 +0000 2018,0.775,0.0,0.225,@CNN,New paths for dementia research offer hope https://t.co/kqx28Qjh9e (via @CNNOpinion) https://t.co/U1rjvLZxhh,10
210,-0.0258,Mon Jun 25 19:26:54 +0000 2018,0.749,0.127,0.124,@CNN,A search is underway to rescue 12 teenage soccer players and their coach who are believed to be trapped in a cave i… https://t.co/PwdEC740Fa,11
211,0.4019,Mon Jun 25 19:19:10 +0000 2018,0.816,0.0,0.184,@CNN,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/oCcYXKP5rZ https://t.co/bFkWLREmfs",12
212,0.6369,Mon Jun 25 19:06:04 +0000 2018,0.819,0.0,0.181,@CNN,"Richard Harrison, best known to viewers of the History Channel series ""Pawn Stars"" as ""The Old Man,"" has died… https://t.co/yCjr06nW8s",13
213,0.4404,Mon Jun 25 18:59:05 +0000 2018,0.609,0.122,0.269,@CNN,A teacher's dying wish helps hundreds of needy kids with backpacks and school supplies https://t.co/Dos2eW9C70 https://t.co/W66lBwIzt1,14
214,-0.6908,Mon Jun 25 18:52:05 +0000 2018,0.737,0.263,0.0,@CNN,"Heather Locklear was arrested Sunday on two misdemeanor counts of battery of emergency personnel, two months after… https://t.co/zCagwdsTPr",15
215,0.34,Mon Jun 25 18:45:05 +0000 2018,0.888,0.0,0.112,@CNN,"Russell Crowe will play Fox News founder and chairman Roger Ailes in a new miniseries for Showtime, the network sai… https://t.co/WvDqUhd4j9",16
216,0.0,Mon Jun 25 18:38:06 +0000 2018,1.0,0.0,0.0,@CNN,"The National Museum of African American History and Culture has added several objects from ""Black Panther"" to its c… https://t.co/Zy1Hg05HbJ",17
217,0.296,Mon Jun 25 18:31:27 +0000 2018,0.879,0.0,0.121,@CNN,"Attorney General Jeff Sessions just doubled down on the administration’s ""zero tolerance"" immigration policy in a s… https://t.co/4epkLn5Ykf",18
218,-0.7845,Mon Jun 25 18:21:05 +0000 2018,0.711,0.289,0.0,@CNN,"A 17-year veteran of the fire department in Long Beach, California, was shot and killed Monday while responding to… https://t.co/lO0aUbMYx7",19
219,0.0,Mon Jun 25 18:10:06 +0000 2018,1.0,0.0,0.0,@CNN,The Red Hen tweet: A story of the incredibly shrinking President | Analysis by Chris Cillizza… https://t.co/DjifjhcKhM,20
220,-0.5849,Mon Jun 25 18:00:10 +0000 2018,0.808,0.192,0.0,@CNN,Why Maxine Waters' low-road strategy on Donald Trump is a very bad idea | Analysis by Chris Cillizza… https://t.co/VhTqsK6Gjp,21
221,0.0,Mon Jun 25 17:54:00 +0000 2018,1.0,0.0,0.0,@CNN,"MJ Hegar, an Air Force veteran and Purple Heart recipient running in Texas's 31st District, posted her campaign vid… https://t.co/eG48TbLAPv",22
222,0.128,Mon Jun 25 17:50:19 +0000 2018,0.786,0.096,0.118,@CNN,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/dPRKXJybb5,23
223,0.0,Mon Jun 25 17:40:20 +0000 2018,1.0,0.0,0.0,@CNN,Here's how Chipotle is making a comeback https://t.co/7tF4PIACom https://t.co/q30fUgstFs,24
224,0.4019,Mon Jun 25 17:30:13 +0000 2018,0.876,0.0,0.124,@CNN,The US Office of Special Counsel is investigating whether EPA aides have been dismissed or demoted as retaliation f… https://t.co/MELPgZ8RP8,25
225,-0.2732,Mon Jun 25 17:23:31 +0000 2018,0.9,0.1,0.0,@CNN,The College Board wants to cut thousands of years from its AP World History test. Teachers aren't having it.… https://t.co/T9jt7w8gB5,26
226,-0.128,Mon Jun 25 17:11:04 +0000 2018,0.651,0.186,0.163,@CNN,Laura Ingalls Wilder's name has been stripped from a prestigious book award because of racist themes… https://t.co/9ywxEjDGx9,27
227,0.0,Mon Jun 25 17:00:13 +0000 2018,1.0,0.0,0.0,@CNN,"General Electric unveiled a $3.25 billion deal to sell its distributed power business, the latest move by the compa… https://t.co/lXC3FKAHT6",28
228,0.0,Mon Jun 25 16:50:06 +0000 2018,1.0,0.0,0.0,@CNN,The Dow shed 400 points on Tuesday following news that President Trump plans to crack down on Chinese investment in… https://t.co/arpRmpYcbd,29
229,-0.8519,Mon Jun 25 16:40:09 +0000 2018,0.617,0.383,0.0,@CNN,"Sen. Claire McCaskill suffered a broken rib after choking at a Senate lunch, where her colleague Joe Manchin perfor… https://t.co/cyPLi6FvEX",30
230,0.0,Mon Jun 25 16:39:15 +0000 2018,1.0,0.0,0.0,@CNN,Why a felon could beat a US congressman in Tuesday's New York primary | Analysis by Harry Enten https://t.co/OufmYZJt63,31
231,-0.25,Mon Jun 25 16:30:16 +0000 2018,0.672,0.206,0.122,@CNN,Rep. Maxine Waters called on her supporters to publicly confront and harass members of the Trump administration in… https://t.co/oXxtOb83WE,32
232,0.0,Mon Jun 25 16:20:08 +0000 2018,1.0,0.0,0.0,@CNN,"Rapper Akon is building a futuristic 'Crypto city,' in Senegal, which will trade exclusively in his own digital cas… https://t.co/KMYfdqr8ZC",33
233,0.0,Mon Jun 25 16:10:09 +0000 2018,1.0,0.0,0.0,@CNN,"""America is our last hope,"" detainees in McAllen, Texas, told Sen. Elizabeth Warren https://t.co/UtrtvcU4li https://t.co/zGeZy3UhEa",34
234,0.6361,Mon Jun 25 16:00:06 +0000 2018,0.785,0.0,0.215,@CNN,"Shares of Campbell Soup rose more than 10% Monday following a report hat said Kraft Heinz is ""very interested"" in t… https://t.co/XkTBKGVS3V",35
235,0.0,Mon Jun 25 15:51:06 +0000 2018,1.0,0.0,0.0,@CNN,Why a felon could beat a US congressman in Tuesday's New York primary | Analysis by Harry Enten https://t.co/8uHZj5azBh,36
236,-0.5574,Mon Jun 25 15:40:08 +0000 2018,0.841,0.159,0.0,@CNN,McDonald's and Starbucks were among dozens of companies hit with fines in India over a ban on single-use plastic pr… https://t.co/ijqoMuS1JL,37
237,0.0,Mon Jun 25 15:30:07 +0000 2018,1.0,0.0,0.0,@CNN,The campaign raising money to reunite immigrant families has topped $20 million. It's on to $25 million now.… https://t.co/r6dHu98ICp,38
238,0.5574,Mon Jun 25 15:21:06 +0000 2018,0.825,0.0,0.175,@CNN,"The Supreme Court declined to take up a case concerning Brendan Dassey, a central figure in a 2015 documentary seri… https://t.co/YpiNsl2ndo",39
239,-0.1779,Mon Jun 25 15:10:07 +0000 2018,0.813,0.11,0.077,@CNN,"""I lost everything,"" says Roseanne Barr in an emotional interview in which she discusses the fallout from a series… https://t.co/8nDB7GtwmL",40
240,0.5859,Mon Jun 25 15:00:21 +0000 2018,0.725,0.0,0.275,@CNN,Erdogan's win transforms Turkey from democracy to elected autocracy https://t.co/N8ZeAxW1Hd https://t.co/BNKERDvj73,41
241,0.0,Mon Jun 25 14:50:04 +0000 2018,1.0,0.0,0.0,@CNN,Jurassic World sequel crosses $700 million at the global box office https://t.co/jMoMLM5FHU https://t.co/v6ygPIXjsM,42
242,0.5859,Mon Jun 25 14:40:12 +0000 2018,0.817,0.0,0.183,@CNN,"Two women made sailing history on Sunday, becoming the first female competitors to win the grueling, around-the-wor… https://t.co/xpWDqUt6zW",43
243,0.0,Mon Jun 25 14:30:06 +0000 2018,1.0,0.0,0.0,@CNN,"""I'm riding the Trump wave. He's Christopher Columbus,"" says Nevada pimp running for office https://t.co/6kYOjebnFp https://t.co/uUQ5GvE2bq",44
244,0.0,Mon Jun 25 14:20:09 +0000 2018,1.0,0.0,0.0,@CNN,This Instagram star isn't what she seems. But brands are buying in https://t.co/QDXdZujoJ3 https://t.co/1mFYxlOgHm,45
245,-0.296,Mon Jun 25 14:10:05 +0000 2018,0.891,0.109,0.0,@CNN,Harley-Davidson is already shifting some production of motorcycles for European customers out of the US to avoid EU… https://t.co/E6Dimp0Si9,46
246,0.34,Mon Jun 25 14:00:04 +0000 2018,0.674,0.124,0.202,@CNN,The Supreme Court sends North Carolina partisan gerrymander case back to lower court https://t.co/Jf8RxJjr3R,47
247,0.0,Mon Jun 25 13:48:58 +0000 2018,1.0,0.0,0.0,@CNN,"Actually, the US has a long history of separating families https://t.co/esQM07mdoS https://t.co/L7g2NZznFf",48
248,0.34,Mon Jun 25 13:43:58 +0000 2018,0.721,0.106,0.173,@CNN,JUST IN: Supreme Court won't take up case of florist who refused service for same-sex couple https://t.co/MOXODeIAsR,49
249,0.0,Mon Jun 25 13:43:15 +0000 2018,1.0,0.0,0.0,@CNN,"An Indian boy has become the world's second-youngest chess grandmaster, at the age of 12 years and 10 months… https://t.co/ygzXLtSnbF",50
250,0.4215,Mon Jun 25 13:31:33 +0000 2018,0.865,0.0,0.135,@CNN,A Brazilian journalist shouted down a man who tried to kiss her while she was reporting from the World Cup… https://t.co/BhfQ3qx8HI,51
251,-0.7096,Mon Jun 25 13:23:25 +0000 2018,0.597,0.323,0.08,@CNN,"In an emotional interview, Roseanne Barr says she ""horribly"" regrets sending racist tweets https://t.co/rkJSzuku5u https://t.co/mEXbYp7uEj",52
252,-0.3818,Mon Jun 25 13:15:16 +0000 2018,0.625,0.242,0.133,@CNN,"President Trump attacked Jimmy Fallon on Twitter after ""The Tonight Show"" host expressed regret about a friendly in… https://t.co/eo1SFMSsXg",53
253,0.4767,Mon Jun 25 13:02:43 +0000 2018,0.669,0.1,0.23,@CNN,"In the middle of the Pride parade, two New York City fire department medics paused for a heartwarming proposal… https://t.co/kxujVc4BCK",54
254,0.1779,Mon Jun 25 12:50:07 +0000 2018,0.898,0.0,0.102,@CNN,"Starting Wednesday, Amazon Prime members can earn additional savings at Whole Foods across the US https://t.co/TqDrImgCAH",55
255,-0.3818,Mon Jun 25 12:37:50 +0000 2018,0.784,0.147,0.069,@CNN,"Elvis Presley's abandoned private jet is up for auction. 

It last reached a price of $430,000 in 2017.… https://t.co/dICOnChuCd",56
256,-0.0516,Mon Jun 25 12:27:25 +0000 2018,0.921,0.079,0.0,@CNN,Why Sarah Sanders was asked to leave a restaurant | By Dean Obeidallah via @CNNopinion  https://t.co/pHehN4H3jI https://t.co/DppiQuyC0k,57
257,0.2023,Mon Jun 25 12:15:02 +0000 2018,0.921,0.0,0.079,@CNN,A top Netflix executive has left the company after he used the N-word in front of colleagues on more than one occas… https://t.co/2r6E82AlPz,58
258,-0.296,Mon Jun 25 12:03:21 +0000 2018,0.879,0.121,0.0,@CNN,A Walgreens pharmacist in Arizona refused to fill a prescription for a medicine that would induce miscarriage for a… https://t.co/OftTmjFfIT,59
259,0.0,Mon Jun 25 11:51:48 +0000 2018,0.748,0.126,0.126,@CNN,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/4IgVLEYBfW,60
260,-0.4019,Mon Jun 25 11:40:40 +0000 2018,0.87,0.13,0.0,@CNN,A 9-year-old boy in Greece permanently injured his left eye when he repeatedly gazed into a laser pointer's green b… https://t.co/XnagbjRY49,61
261,0.0,Mon Jun 25 11:29:14 +0000 2018,1.0,0.0,0.0,@CNN,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/F1RlmFbu7q",62
262,0.0,Mon Jun 25 11:17:42 +0000 2018,1.0,0.0,0.0,@CNN,"Federal prosecutors have canceled their planned interview with Stormy Daniels Monday, according to Daniels' attorne… https://t.co/IIuOLD5Wj0",63
263,-0.6249,Mon Jun 25 11:06:13 +0000 2018,0.806,0.194,0.0,@CNN,"After family separation crisis, Trump returns to his tried-and-true tactic -- ratchet up the rhetoric | Analysis by… https://t.co/kK1MNsQWhZ",64
