,City Name,Cloudiness,Country Code,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,xining,44.0,cn,2018-06-18 14:23:12,89.0,36.62,101.77,50.28,2.35
1,progreso,0.0,mx,2018-06-18 14:00:00,66.0,-34.68,-56.22,51.8,10.29
2,severo-kurilsk,32.0,ru,2018-06-18 14:23:15,100.0,50.68,156.12,34.17,5.7
3,vila,0.0,vu,2018-06-18 13:50:00,39.0,45.18,8.4,84.2,6.93
4,provideniya,0.0,ru,2018-06-18 14:23:17,100.0,64.42,-173.23,38.13,5.93
5,mataura,92.0,pf,2018-06-18 14:23:20,89.0,-46.19,168.86,35.07,2.91
6,busselton,76.0,au,2018-06-18 14:23:21,100.0,-33.64,115.35,58.65,15.21
7,mikhaylovka,0.0,kz,2018-06-18 14:23:23,69.0,52.96,103.29,59.01,5.7
8,portales,1.0,us,2018-06-18 13:56:00,82.0,34.19,-103.33,68.0,10.29
9,cayenne,48.0,gf,2018-06-18 14:00:00,70.0,4.94,-52.33,86.0,4.7
10,carnarvon,12.0,au,2018-06-18 14:23:29,65.0,-30.97,22.13,54.42,14.54
11,adiake,75.0,ci,2018-06-18 14:00:00,74.0,5.29,-3.3,84.2,11.41
12,ziro,80.0,in,2018-06-18 14:23:33,98.0,27.54,93.82,64.41,1.45
13,turki,20.0,ru,2018-06-18 14:23:37,28.0,51.98,43.27,81.33,10.07
14,katsuura,92.0,jp,2018-06-18 14:23:39,88.0,33.93,134.5,69.27,2.13
15,albany,75.0,au,2018-06-18 13:54:00,57.0,42.65,-73.75,80.6,10.29
16,atuona,44.0,pf,2018-06-18 14:23:47,100.0,-9.8,-139.03,77.73,11.07
17,torbay,40.0,ca,2018-06-18 13:00:00,70.0,47.66,-52.73,46.4,9.17
18,kaitangata,92.0,nz,2018-06-18 14:23:52,90.0,-46.28,169.85,39.03,6.93
19,dikson,80.0,ru,2018-06-18 14:23:53,97.0,73.51,80.55,32.55,8.72
20,jamestown,12.0,sh,2018-06-18 14:20:19,72.0,-33.21,138.6,25.98,3.02
21,tasiilaq,40.0,gl,2018-06-18 13:50:00,97.0,65.61,-37.64,37.4,9.17
22,vaini,92.0,to,2018-06-18 14:23:57,99.0,15.34,74.49,68.91,6.6
23,yabelo,100.0,et,2018-06-18 14:23:58,67.0,4.89,38.09,71.43,4.14
24,geraldton,75.0,ca,2018-06-18 13:00:00,67.0,49.72,-86.95,62.6,8.05
25,leh,76.0,in,2018-06-18 14:24:01,100.0,34.16,77.58,31.65,1.68
26,rikitea,68.0,pf,2018-06-18 14:24:02,98.0,-23.12,-134.97,77.28,29.75
27,kalikino,12.0,ru,2018-06-18 14:24:03,49.0,52.95,39.83,78.9,4.92
28,dudinka,44.0,ru,2018-06-18 14:24:04,97.0,69.41,86.18,63.15,1.57
29,girona,20.0,es,2018-06-18 14:00:00,48.0,41.98,2.82,82.4,9.17
30,coihaique,90.0,cl,2018-06-18 14:00:00,80.0,-45.58,-72.07,41.0,8.05
31,hermanus,76.0,za,2018-06-18 14:24:08,100.0,-34.42,19.24,52.71,6.6
32,horta,20.0,pt,2018-06-18 14:00:00,42.0,41.43,2.16,84.2,14.99
33,kormilovka,75.0,ru,2018-06-18 13:30:00,39.0,55.0,74.1,64.4,8.95
34,hirado,92.0,jp,2018-06-18 14:24:22,96.0,33.32,129.49,72.42,9.73
35,bambanglipuro,0.0,id,2018-06-18 14:24:24,97.0,-7.95,110.28,71.88,2.91
36,puno,0.0,pe,2018-06-18 14:00:00,61.0,-15.84,-70.03,46.4,1.12
37,bluff,0.0,nz,2018-06-18 14:24:26,75.0,-23.58,149.07,40.65,6.71
38,mahebourg,75.0,mu,2018-06-18 14:00:00,83.0,-20.41,57.7,75.2,9.17
39,qaanaaq,76.0,gl,2018-06-18 14:24:29,98.0,77.48,-69.36,32.46,3.13
40,sovetskiy,0.0,ru,2018-06-18 14:24:30,28.0,56.76,48.47,77.37,12.19
41,ahipara,100.0,nz,2018-06-18 14:24:31,82.0,-35.17,173.16,60.18,17.0
42,kodiak,1.0,us,2018-06-18 13:53:00,66.0,39.95,-94.76,84.2,13.87
43,avarua,20.0,ck,2018-06-18 14:00:00,68.0,-21.21,-159.78,69.8,6.93
44,upernavik,92.0,gl,2018-06-18 14:24:36,89.0,72.79,-56.15,34.35,16.55
45,castro,92.0,cl,2018-06-18 14:24:38,100.0,-42.48,-73.76,48.66,3.47
46,bubaque,20.0,gw,2018-06-18 14:00:00,65.0,11.28,-15.83,82.4,5.82
47,longyearbyen,20.0,sj,2018-06-18 13:50:00,65.0,78.22,15.63,41.0,6.93
48,burgeo,100.0,ca,2018-06-18 14:24:44,100.0,47.61,-57.61,43.08,17.78
49,khatima,0.0,in,2018-06-18 14:24:45,65.0,28.92,79.97,86.1,8.5
50,ilulissat,40.0,gl,2018-06-18 13:50:00,86.0,69.22,-51.1,37.4,4.7
51,matamba,0.0,tz,2018-06-18 14:24:48,30.0,-5.95,22.27,87.63,5.14
52,kiruna,90.0,se,2018-06-18 13:50:00,87.0,67.86,20.23,53.6,4.7
53,khatanga,8.0,ru,2018-06-18 14:24:52,63.0,71.98,102.47,52.44,13.09
54,muros,0.0,es,2018-06-18 14:00:00,65.0,42.77,-9.06,77.0,14.99
55,rawson,64.0,ar,2018-06-18 14:24:54,57.0,-43.3,-65.11,54.42,2.91
56,hami,92.0,cn,2018-06-18 14:24:55,22.0,42.84,93.51,87.63,11.3
57,victoria,75.0,sc,2018-06-18 13:00:00,83.0,5.28,115.24,86.0,3.36
58,omboue,36.0,ga,2018-06-18 14:25:03,100.0,-1.57,9.26,76.29,8.72
59,ngunguru,64.0,nz,2018-06-18 14:25:04,95.0,-35.62,174.5,60.81,18.68
60,mwene-ditu,8.0,cd,2018-06-18 14:25:05,34.0,-7.01,23.45,85.56,4.36
61,kaka,24.0,tm,2018-06-18 14:25:07,28.0,37.35,59.62,80.88,3.13
62,bereda,20.0,so,2018-06-18 14:00:00,82.0,43.27,-7.54,68.0,13.87
63,bam,0.0,ir,2018-06-18 14:21:41,12.0,29.11,58.36,89.7,3.69
64,betanzos,20.0,es,2018-06-18 14:00:00,82.0,43.28,-8.21,77.0,13.87
65,hilo,20.0,us,2018-06-18 13:53:00,77.0,19.71,-155.08,69.8,5.82
66,bosconia,48.0,co,2018-06-18 14:25:13,68.0,9.97,-73.89,84.93,3.24
67,challapata,36.0,bo,2018-06-18 14:25:17,58.0,-18.9,-66.78,43.98,3.69
68,georgetown,75.0,sh,2018-06-18 13:00:00,88.0,6.8,-58.16,77.0,9.17
69,copacabana,75.0,bo,2018-06-18 14:00:00,64.0,6.35,-75.51,73.4,3.36
70,barrow,0.0,us,2018-06-18 14:23:12,49.0,-38.31,-60.23,56.76,15.21
71,nemuro,92.0,jp,2018-06-18 14:25:22,96.0,43.32,145.57,52.98,17.0
72,aliaga,75.0,tr,2018-06-18 13:00:00,83.0,15.5,120.85,80.6,4.7
73,bredasdorp,80.0,za,2018-06-18 14:00:00,42.0,-34.53,20.04,66.2,13.87
74,kangaatsiaq,8.0,gl,2018-06-18 14:25:27,91.0,68.31,-53.46,37.59,2.13
75,kieta,20.0,pg,2018-06-18 14:25:29,100.0,-6.22,155.63,77.1,4.59
76,constitucion,75.0,mx,2018-06-18 13:46:00,93.0,23.99,-104.67,62.6,5.82
77,kapaa,20.0,us,2018-06-18 13:56:00,94.0,22.08,-159.32,71.6,3.36
78,chokurdakh,20.0,ru,2018-06-18 14:25:35,86.0,70.62,147.9,31.2,11.52
79,nikolskoye,40.0,ru,2018-06-18 13:30:00,36.0,59.7,30.79,80.6,8.95
80,conde,80.0,br,2018-06-18 14:21:51,79.0,-11.81,-37.61,79.35,15.21
81,bethel,90.0,us,2018-06-18 13:53:00,93.0,60.79,-161.76,48.2,6.93
82,yellowknife,75.0,ca,2018-06-18 13:00:00,67.0,62.45,-114.38,60.8,6.93
83,channagiri,76.0,in,2018-06-18 14:25:41,71.0,14.03,75.92,74.31,11.52
84,owando,68.0,cg,2018-06-18 14:25:43,73.0,-0.49,15.91,82.32,3.69
85,luderitz,0.0,na,2018-06-18 14:25:44,79.0,-26.65,15.16,62.97,11.52
86,pangnirtung,20.0,ca,2018-06-18 13:00:00,86.0,66.15,-65.72,37.4,9.17
87,nanortalik,44.0,gl,2018-06-18 14:25:46,100.0,60.14,-45.24,35.43,7.61
88,ballina,90.0,au,2018-06-18 14:00:00,93.0,54.11,-9.15,53.6,14.99
89,kennewick,90.0,us,2018-06-18 13:53:00,68.0,46.21,-119.12,66.2,9.17
90,leirvik,75.0,fo,2018-06-18 13:50:00,87.0,59.78,5.5,57.2,2.24
91,pisco,90.0,pe,2018-06-18 14:00:00,93.0,-13.71,-76.2,48.2,2.24
92,faanui,8.0,pf,2018-06-18 14:25:54,100.0,-16.48,-151.75,75.93,2.24
93,esperance,20.0,au,2018-06-18 13:00:00,74.0,10.24,-61.45,84.2,8.05
94,narsaq,20.0,gl,2018-06-18 13:50:00,96.0,60.91,-46.05,50.0,9.17
95,eura,0.0,fi,2018-06-18 13:50:00,55.0,61.13,22.13,62.6,16.11
96,mbandaka,80.0,cd,2018-06-18 14:26:00,90.0,0.05,18.26,78.0,2.8
97,iqaluit,20.0,ca,2018-06-18 13:00:00,97.0,63.75,-68.52,41.0,3.36
98,ushuaia,75.0,ar,2018-06-18 14:00:00,49.0,-54.81,-68.31,46.4,23.04
99,lebu,76.0,cl,2018-06-18 14:26:07,38.0,8.96,38.73,70.08,6.38
100,lompoc,1.0,us,2018-06-18 13:56:00,87.0,34.64,-120.46,55.4,7.38
101,airai,12.0,pw,2018-06-18 14:26:10,87.0,-8.93,125.41,62.7,1.9
102,takoradi,92.0,gh,2018-06-18 14:26:12,100.0,4.89,-1.75,73.41,9.51
103,oda,0.0,gh,2018-06-18 14:26:13,89.0,35.19,132.5,67.29,2.35
104,biak,56.0,id,2018-06-18 14:26:14,100.0,-0.91,122.88,76.92,4.03
105,butaritari,64.0,ki,2018-06-18 14:26:15,100.0,3.07,172.79,82.5,8.72
106,mirnyy,32.0,ru,2018-06-18 14:26:17,39.0,56.57,36.46,80.7,5.82
107,padang,92.0,id,2018-06-18 14:26:18,100.0,-0.92,100.36,82.05,9.28
108,mbinga,92.0,tz,2018-06-18 14:26:20,73.0,-10.95,35.0,72.78,5.7
109,saskylakh,88.0,ru,2018-06-18 14:26:22,68.0,71.97,114.09,49.56,7.38
110,cidreira,0.0,br,2018-06-18 14:26:23,96.0,-30.17,-50.22,57.75,3.24
111,hobart,75.0,au,2018-06-18 14:00:00,93.0,-42.88,147.33,44.6,8.05
112,lamar,90.0,us,2018-06-18 13:53:00,68.0,38.09,-102.62,68.0,9.73
113,saint-philippe,1.0,re,2018-06-18 13:35:00,65.0,45.36,-73.48,78.8,8.05
114,waipawa,32.0,nz,2018-06-18 14:26:28,93.0,-39.94,176.59,46.05,7.05
115,chuy,0.0,uy,2018-06-18 14:26:30,96.0,-33.69,-53.46,54.6,7.38
116,innisfail,5.0,au,2018-06-18 13:00:00,87.0,52.02,-113.95,50.0,6.71
117,limulunga,0.0,zm,2018-06-18 14:26:33,25.0,-15.13,23.15,80.16,8.39
118,mozarlandia,0.0,br,2018-06-18 14:26:34,45.0,-14.74,-50.57,84.75,12.41
119,torrington,90.0,us,2018-06-18 13:53:00,100.0,42.06,-104.18,53.6,4.92
120,tallahassee,1.0,us,2018-06-18 14:15:00,70.0,30.44,-84.28,84.2,2.01
121,tuktoyaktuk,75.0,ca,2018-06-18 13:00:00,80.0,69.44,-133.03,41.0,6.93
122,ostrovnoy,0.0,ru,2018-06-18 14:26:40,54.0,68.05,39.51,64.68,21.7
123,posadas,0.0,ar,2018-06-18 14:00:00,62.0,-27.37,-55.89,55.4,2.8
124,amos,90.0,ca,2018-06-18 13:48:00,93.0,48.57,-78.12,66.2,9.17
125,manggar,76.0,id,2018-06-18 14:26:48,79.0,-2.88,108.27,83.13,9.28
126,daru,64.0,pg,2018-06-18 14:26:49,87.0,7.99,-10.85,79.35,11.41
127,billings,90.0,us,2018-06-18 13:53:00,100.0,45.79,-108.5,53.6,11.41
128,mao,40.0,td,2018-06-18 13:00:00,78.0,19.55,-71.08,86.0,8.05
129,noyabrsk,64.0,ru,2018-06-18 14:24:19,100.0,63.2,75.45,56.58,6.49
130,tilichiki,0.0,ru,2018-06-18 14:26:56,83.0,60.47,166.1,39.93,4.92
131,vardo,40.0,no,2018-06-18 13:55:00,74.0,39.62,-77.74,84.2,6.93
132,hobyo,8.0,so,2018-06-18 14:26:59,71.0,5.35,48.53,80.16,20.69
133,enid,40.0,us,2018-06-18 13:50:00,69.0,36.4,-97.88,82.4,16.11
134,zhezkazgan,40.0,kz,2018-06-18 13:30:00,42.0,47.8,67.71,66.2,20.13
135,sabang,64.0,id,2018-06-18 14:27:04,96.0,13.72,123.58,80.79,4.14
136,souillac,90.0,mu,2018-06-18 14:00:00,64.0,45.6,-0.6,71.6,5.82
137,leningradskiy,56.0,ru,2018-06-18 14:27:07,95.0,69.38,178.42,29.31,4.59
138,ust-kuyga,0.0,ru,2018-06-18 14:27:12,81.0,70.0,135.55,54.06,3.69
139,amurzet,92.0,ru,2018-06-18 14:27:14,98.0,47.69,131.09,65.22,14.99
140,amahai,92.0,id,2018-06-18 14:27:15,100.0,-3.31,129.0,77.37,2.24
141,vitre,0.0,fr,2018-06-18 14:00:00,60.0,48.12,-1.21,71.6,3.36
142,fukue,75.0,jp,2018-06-18 13:30:00,88.0,35.03,136.69,71.6,2.24
143,beitbridge,0.0,zw,2018-06-18 14:27:20,49.0,-22.21,29.99,73.59,3.8
144,ruteng,8.0,id,2018-06-18 14:27:22,95.0,-8.61,120.46,70.44,2.68
145,kilindoni,0.0,tz,2018-06-18 14:27:24,92.0,-7.91,39.67,79.98,13.98
146,portmore,20.0,jm,2018-06-18 14:00:00,74.0,17.97,-76.87,84.2,5.82
147,havoysund,0.0,no,2018-06-18 13:50:00,45.0,71.0,24.66,66.2,14.99
148,thompson,20.0,ca,2018-06-18 13:00:00,72.0,55.74,-97.86,60.8,4.7
149,larap,24.0,ph,2018-06-18 14:27:29,100.0,14.3,122.65,83.13,5.48
150,tessalit,8.0,ml,2018-06-18 14:27:30,12.0,20.2,1.01,110.85,6.38
151,portland,40.0,au,2018-06-18 13:53:00,87.0,45.52,-122.67,60.8,3.36
152,garowe,0.0,so,2018-06-18 14:27:33,31.0,8.41,48.48,91.5,12.41
153,stephenville,40.0,ca,2018-06-18 14:15:00,69.0,32.22,-98.2,82.4,8.05
154,iskateley,0.0,ru,2018-06-18 14:27:37,59.0,67.68,53.15,51.72,13.42
155,uige,0.0,ao,2018-06-18 14:27:38,42.0,-7.61,15.06,81.96,2.68
156,samarai,76.0,pg,2018-06-18 14:27:39,100.0,-10.62,150.67,77.73,13.76
157,chalmette,90.0,us,2018-06-18 14:09:00,94.0,29.94,-89.96,84.2,5.82
158,lasem,0.0,id,2018-06-18 14:27:43,83.0,-6.99,112.52,82.05,10.4
159,jadu,0.0,ly,2018-06-18 14:27:44,39.0,31.95,12.03,83.22,10.63
160,saldanha,0.0,za,2018-06-18 14:27:46,29.0,41.42,-6.55,88.08,7.05
161,kysyl-syr,0.0,ru,2018-06-18 14:27:47,71.0,63.9,122.77,52.89,3.58
162,cerveteri,40.0,it,2018-06-18 14:02:00,54.0,42.0,12.1,86.0,6.93
163,sambava,88.0,mg,2018-06-18 14:27:49,100.0,-14.27,50.17,75.21,21.14
164,homer,90.0,us,2018-06-18 13:53:00,71.0,59.64,-151.54,55.4,11.41
165,tabuk,64.0,sa,2018-06-18 14:27:55,97.0,17.41,121.44,70.53,1.9
166,naze,75.0,jp,2018-06-18 14:00:00,74.0,5.43,7.07,82.4,2.24
167,vostok,24.0,ru,2018-06-18 14:27:58,69.0,46.45,135.83,64.5,5.93
168,nishihara,75.0,jp,2018-06-18 13:30:00,100.0,35.74,139.53,68.0,12.75
169,dongsheng,12.0,cn,2018-06-18 14:28:05,63.0,29.72,112.52,83.13,6.93
170,hamilton,20.0,bm,2018-06-18 13:55:00,65.0,32.3,-64.78,77.0,12.75
171,kavaratti,92.0,in,2018-06-18 14:28:07,97.0,10.57,72.64,84.3,20.02
172,lyngseidet,90.0,no,2018-06-18 13:50:00,67.0,69.58,20.21,64.4,3.36
173,beloha,0.0,mg,2018-06-18 14:28:11,55.0,-25.17,45.06,73.14,3.69
174,huarmey,0.0,pe,2018-06-18 14:28:12,50.0,-10.07,-78.15,72.33,4.03
175,inuvik,75.0,ca,2018-06-18 13:00:00,76.0,68.36,-133.71,55.4,4.7
176,batangafo,36.0,cf,2018-06-18 14:28:17,92.0,7.3,18.29,78.63,5.82
177,khandbari,0.0,np,2018-06-18 14:28:18,65.0,27.38,87.21,44.43,1.68
178,pombas,0.0,cv,2018-06-18 14:28:24,55.0,-15.9,-54.74,83.31,7.72
179,ongandjera,0.0,na,2018-06-18 14:28:25,14.0,-17.88,15.07,82.14,6.82
180,uvira,0.0,cd,2018-06-18 14:28:26,63.0,-3.41,29.14,73.86,4.59
181,urucara,92.0,br,2018-06-18 14:28:27,100.0,-2.54,-57.76,75.39,2.91
182,jalu,0.0,ly,2018-06-18 14:28:29,27.0,29.03,21.55,93.3,14.2
183,seoul,0.0,kr,2018-06-18 13:30:00,72.0,37.57,126.98,75.2,4.7
184,lagoa,0.0,pt,2018-06-18 14:00:00,51.0,37.14,-8.45,80.6,13.87
185,codrington,0.0,ag,2018-06-18 14:28:33,66.0,-28.95,153.24,47.4,6.04
186,touros,56.0,br,2018-06-18 14:28:34,87.0,-5.2,-35.46,79.62,11.18
187,brae,20.0,gb,2018-06-18 13:50:00,76.0,60.4,-1.35,53.6,26.4
188,katsina,36.0,ng,2018-06-18 14:28:36,47.0,12.99,7.6,95.55,7.94
189,yenagoa,92.0,ng,2018-06-18 14:28:39,96.0,4.92,6.26,74.76,11.18
190,srednekolymsk,0.0,ru,2018-06-18 14:28:40,70.0,67.46,153.71,45.78,4.03
191,paciran,0.0,id,2018-06-18 14:28:41,72.0,-6.9,112.33,79.53,7.94
192,jacareacanga,0.0,br,2018-06-18 13:00:00,74.0,-6.22,-57.76,82.4,3.36
193,floriano,68.0,br,2018-06-18 14:28:44,44.0,-6.77,-43.02,85.74,13.98
194,kirovskiy,24.0,ru,2018-06-18 14:28:45,70.0,45.09,133.51,67.2,7.16
195,caravelas,0.0,br,2018-06-18 14:28:46,100.0,-17.73,-39.27,75.66,6.26
196,adrar,0.0,dz,2018-06-18 14:00:00,13.0,27.87,-0.29,109.4,23.04
197,abha,5.0,sa,2018-06-18 14:00:00,11.0,18.22,42.5,87.8,16.11
198,ahuimanu,1.0,us,2018-06-18 13:57:00,73.0,21.44,-157.84,77.0,5.82
199,carutapera,0.0,br,2018-06-18 14:28:52,75.0,-1.2,-46.02,85.56,12.08
200,linxia,0.0,cn,2018-06-18 14:28:54,90.0,35.6,103.21,45.96,3.02
201,sijunjung,76.0,id,2018-06-18 14:28:56,81.0,-0.69,100.95,74.13,1.79
202,zhangjiakou,12.0,cn,2018-06-18 14:28:57,96.0,40.77,114.88,59.91,2.35
203,siddipet,92.0,in,2018-06-18 14:28:59,84.0,18.1,78.85,75.48,18.68
204,muyezerskiy,64.0,ru,2018-06-18 14:29:01,74.0,63.93,31.65,65.58,8.16
205,andra,12.0,ru,2018-06-18 14:29:02,58.0,62.52,65.89,62.61,9.4
206,kapuskasing,75.0,ca,2018-06-18 13:00:00,93.0,49.42,-82.43,66.2,8.05
207,khunti,40.0,in,2018-06-18 13:30:00,65.0,23.08,85.28,82.4,3.36
208,mankato,90.0,us,2018-06-18 14:15:00,94.0,44.16,-94.0,73.4,10.29
209,nahariyya,20.0,il,2018-06-18 13:50:00,61.0,33.01,35.09,84.2,9.17
210,marienburg,75.0,sr,2018-06-18 13:50:00,56.0,52.12,9.98,73.4,11.41
211,hithadhoo,64.0,mv,2018-06-18 14:29:13,100.0,-0.6,73.08,83.31,11.18
212,imbituba,40.0,br,2018-06-18 14:00:00,82.0,-28.24,-48.67,62.6,0.56
213,ambon,90.0,id,2018-06-18 14:00:00,64.0,47.55,-2.56,69.8,2.24
214,kariya,75.0,jp,2018-06-18 13:30:00,88.0,34.97,137.0,69.8,2.24
215,shakiso,100.0,et,2018-06-18 14:29:21,100.0,5.77,38.9,60.54,2.91
216,inhambane,20.0,mz,2018-06-18 14:00:00,69.0,-23.87,35.38,77.0,11.41
217,buala,92.0,sb,2018-06-18 14:29:23,99.0,-8.15,159.59,79.8,7.94
218,hit,0.0,iq,2018-06-18 14:29:25,13.0,33.64,42.83,101.04,12.08
219,sulangan,12.0,ph,2018-06-18 14:29:26,97.0,11.14,123.72,87.36,5.7
220,karaton,20.0,kz,2018-06-18 14:00:00,74.0,-6.34,106.1,82.4,8.05
221,gorodovikovsk,56.0,ru,2018-06-18 14:29:28,31.0,46.08,41.93,83.31,6.71
222,tornio,0.0,fi,2018-06-18 13:50:00,33.0,61.12,27.27,75.2,17.22
223,pingshan,88.0,cn,2018-06-18 14:29:31,99.0,28.83,104.35,73.05,1.57
224,harper,90.0,lr,2018-06-18 14:15:00,83.0,30.3,-99.24,80.6,6.93
225,samana,75.0,do,2018-06-18 14:00:00,94.0,0.12,-76.97,73.4,2.24
226,karpogory,0.0,ru,2018-06-18 14:29:36,34.0,64.0,44.44,75.21,3.58
227,lavrentiya,0.0,ru,2018-06-18 14:29:39,98.0,65.58,-170.99,36.96,6.26
228,tarko-sale,24.0,ru,2018-06-18 14:29:40,64.0,64.92,77.78,66.93,8.39
229,rondonopolis,0.0,br,2018-06-18 14:27:50,55.0,-16.46,-54.64,83.31,7.72
230,klaksvik,92.0,fo,2018-06-18 13:50:00,93.0,62.23,-6.59,46.4,25.28
231,tiksi,0.0,ru,2018-06-18 14:29:45,73.0,71.64,128.87,45.33,3.13
232,ust-maya,48.0,ru,2018-06-18 14:29:46,43.0,60.42,134.54,58.56,6.82
233,viedma,8.0,ar,2018-06-18 14:29:47,53.0,-40.81,-62.99,56.94,9.62
234,huilong,44.0,cn,2018-06-18 14:29:49,98.0,28.89,110.18,73.95,0.56
235,ancud,92.0,cl,2018-06-18 14:29:50,99.0,-41.87,-73.83,49.56,3.36
236,charagua,0.0,bo,2018-06-18 14:00:00,76.0,-19.79,-63.2,50.0,4.14
237,paamiut,64.0,gl,2018-06-18 14:29:53,100.0,61.99,-49.67,37.14,8.39
238,matara,0.0,lk,2018-06-18 14:00:00,42.0,-13.74,-72.9,44.6,2.35
239,singaraja,0.0,id,2018-06-18 14:29:55,100.0,-8.11,115.08,70.62,2.24
240,salinas,1.0,ec,2018-06-18 13:55:00,82.0,36.67,-121.66,59.0,4.7
241,buraydah,0.0,sa,2018-06-18 14:00:00,14.0,26.33,43.97,109.4,6.93
242,sucua,68.0,ec,2018-06-18 14:29:59,76.0,-2.46,-78.17,67.83,3.91
243,coquimbo,90.0,cl,2018-06-18 14:00:00,100.0,-29.95,-71.34,50.0,6.93
244,lucapa,0.0,ao,2018-06-18 14:30:02,30.0,-8.42,20.74,85.2,4.36
245,hofn,75.0,is,2018-06-18 14:00:00,54.0,64.25,-15.21,53.6,16.11
246,nantucket,1.0,us,2018-06-18 13:56:00,82.0,41.28,-70.1,75.2,12.75
247,mangan,12.0,in,2018-06-18 14:30:07,95.0,27.5,88.54,44.43,1.34
248,ulaanbaatar,0.0,mn,2018-06-18 14:00:00,44.0,47.92,106.92,60.8,4.47
249,margate,75.0,za,2018-06-18 14:00:00,93.0,-43.03,147.26,44.6,8.05
250,karratha,48.0,au,2018-06-18 14:30:11,83.0,-20.74,116.85,59.55,2.57
251,atar,8.0,mr,2018-06-18 14:30:12,18.0,20.52,-13.05,105.36,4.36
252,mayo,75.0,ca,2018-06-18 13:00:00,81.0,63.59,-135.9,53.6,3.36
253,dieppe,75.0,fr,2018-06-18 14:00:00,72.0,49.92,1.08,66.2,13.09
254,ushtobe,32.0,kz,2018-06-18 14:30:18,31.0,45.25,77.98,79.98,4.47
255,namibe,0.0,ao,2018-06-18 14:30:19,100.0,-15.19,12.15,69.45,11.74
256,naron,20.0,es,2018-06-18 14:00:00,82.0,43.52,-8.15,68.0,13.87
257,camacha,75.0,pt,2018-06-18 14:00:00,88.0,33.08,-16.33,69.8,13.87
258,broome,20.0,au,2018-06-18 13:50:00,47.0,52.47,1.45,75.2,16.11
